5.069050738744660528e-02,-4.028366427050378840e-01,5.428030799411472929e-01,4.336333597449769650e-01,-5.599814495136342662e-01,1.395777962055808341e-01,-6.647599183087256058e-01,-6.234431317799284944e-01,-1.041818392664504378e+00,7.035294112259369292e-01,-2.003223808279152029e-01,-4.651460180005638767e-01,6.285900997903393073e-01,-6.005612651959640891e-01,3.001442276795448505e-01,-3.433683428805593407e-01,-5.642864312532825943e-01,-6.922102177970725911e-01,2.686550728379460962e-01,1.663191709228973303e-01
-5.231824449869759003e-02,-2.571027832692012738e-01,1.265860705987709167e-01,-2.232071778388589611e-01,-2.791357245209067361e-01,2.910190317544852356e-01,-5.689971819343362380e-01,-5.320725938317037995e-01,-7.421616285790085810e-01,6.352188915038196049e-01,-6.508207100510059462e-01,-6.227329454734042979e-01,2.794525602628211702e-01,-5.135615826878372481e-01,3.015817458793383921e-01,-4.019547628440611198e-01,-7.192917014588193769e-01,-1.831718688018594277e-01,-1.288875831992755128e-01,6.340052963446214385e-01
2.698437587281011241e-01,3.401478420530851254e-01,1.453073136125041520e-01,7.082654238239810551e-01,-1.404921474883318311e-01,-2.777659590081175689e-01,-6.248156578006372475e-02,-7.383808039763701814e-01,-1.030629399445772698e+00,-3.280012014887643823e-01,-1.115944527808183928e-01,1.014227914225923621e+00,-7.117269173094625812e-02,-6.225599562623083116e-01,1.128109878112644404e+00,-8.703738446032845133e-02,-2.174929590024609338e-01,1.391020350148203244e-01,2.791692627021900575e-01,9.776810802321639349e-02
-5.188509319351807259e-01,7.283269446912975231e-02,4.207483880503855578e-01,5.915981910449498171e-01,8.267860565731922629e-01,-1.614401112909422120e-01,-1.449087986575764431e+00,-2.916936058866219372e-02,-8.708273179034597966e-01,-1.757908156731580185e-01,-3.312251865727119937e-01,2.840971553959731888e-01,1.322714929386371863e-02,-5.196671813884596869e-01,7.686473259516934942e-01,1.543057267352722639e-01,-1.475077720561512318e-01,-1.430237295643345743e-02,-9.488149388722717792e-02,3.591589814412792236e-01
-4.054732398147385397e-01,-5.856417689144628458e-01,1.294569726112383967e-01,1.294554289568751182e-01,1.599536003332580059e-01,-5.054529225523535924e-02,-9.828337365222654665e-01,-2.253302323792694128e-01,-8.696133742513284526e-01,3.185035299567680611e-01,2.104434089908786484e-02,-3.681958111922362803e-02,9.436844273918734149e-01,-5.441415345254051461e-01,3.821951195956743152e-01,-4.699828347180137755e-01,-2.277078290130025440e-01,-6.813965933180290424e-01,-5.210962373319291130e-01,-2.118187621613325800e-01
1.211687067397101830e-01,4.890574689639080874e-02,5.906587294974346980e-01,-8.762720989114268499e-02,2.497281010734805351e-01,1.697714591549876195e-01,-3.191359610251876533e-01,-4.950479266963738745e-01,-9.355465429446240266e-01,2.931044796055540941e-02,1.228465640631433153e-01,-4.696496738491245382e-01,3.228730875222267649e-01,-8.407458312772116971e-01,7.998800956633390635e-01,-2.632357800738123754e-01,-4.477742136614931701e-01,2.424482869410666264e-01,-1.524161476885253219e-01,3.778368620863768457e-01
-3.462191915968154676e-01,-3.792259217321473641e-01,-6.043312113966825549e-01,-2.515307829387695149e-01,2.708407454669960468e-01,4.926311117082647906e-01,-5.890566417601004190e-01,-2.951110773148280918e-03,-9.283527685088385217e-01,4.691629678356041278e-01,-5.577922155511451097e-01,-2.424688082562072855e-01,1.539680651760667596e-01,-9.789017012384431116e-01,3.029737882654054415e-01,-5.245315032053460280e-01,-6.031087837047224287e-01,1.852011459367653434e-01,4.032868140019362224e-01,9.424796428053851260e-02
-5.249552033402042905e-01,1.476433121616822775e-01,2.995917873885011740e-01,3.359829445600576725e-01,3.162125628348703144e-01,-1.949704190144363747e-01,-1.934695722466711898e-01,4.390393090463760029e-01,-1.023945959167827269e+00,6.181047870668041622e-01,-5.685240871952770281e-01,-4.212761170406399414e-01,2.927014571128648268e-01,-8.231000682920610600e-01,4.044284519017723456e-01,-1.883942970405829420e-01,-8.316116753005697859e-01,-3.147020651405888630e-02,3.427856819833412505e-01,4.520107370969971838e-01
-5.660179999020394925e-01,-7.261673344994753476e-01,-1.130061841821945051e-01,5.405717706677239942e-01,1.514694767021968203e-01,-2.508580434917662486e-02,-3.365662140594005147e-01,-2.455752962917325810e-01,-1.104668772380846820e+00,5.469127962059443515e-01,-5.669813197919972847e-01,7.836144695147393424e-01,4.425242027000138023e-01,-2.716553576146899518e-01,3.114718743768915554e-01,-5.027196876976697260e-01,-6.005355262321951937e-01,1.840146667417111859e-01,-2.594750746840088773e-01,1.029630847233976798e+00
-1.576462743471337413e-01,-4.518131850425992635e-01,3.675830660902365543e-02,-6.195854593957639267e-02,2.021966831137739229e-01,2.221729145017279639e-01,-6.083942720560883144e-01,-3.996964780681540597e-01,-1.103729601224243240e+00,6.288413307823423892e-01,-5.229371189837282996e-01,-2.515542160926344251e-02,2.471816614480263352e-01,-4.776138086087030055e-01,4.386018878895976969e-01,-3.414602205705738469e-01,-5.218207809749254578e-01,9.251119965569419568e-02,2.114558710242883111e-01,3.106925221062671882e-01
